paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
4,uninformative,0.8333333333333334,0.5617689015691869,0.5577947315387937,0.5261233019853709,0.8441558441558441,0.9558823529411765,0.896551724137931,0.0,0.0,0.0,0.7894736842105263,0.6,0.6818181818181818
4,SDB,0.875,0.7505413598960589,0.7495652173913043,0.8747826086956522,0.9361702127659575,0.8301886792452831,0.88,,,,0.8163265306122449,0.9302325581395349,0.8695652173913043
4,overest_others,0.8854166666666666,0.6589147286821706,0.6588596349539653,0.8294298174769827,0.9210526315789473,0.9333333333333333,0.9271523178807947,,,,0.75,0.7142857142857143,0.7317073170731707
4,underest_own,0.84375,0.22413793103448276,0.19799498746867172,0.5989974937343359,0.975,0.8571428571428571,0.9122807017543859,,,,0.1875,0.6,0.2857142857142857
4,academic_integrity,0.9583333333333334,0.8419753086419753,0.8419753086419753,0.9209876543209876,0.9753086419753086,0.9753086419753086,0.9753086419753086,,,,0.8666666666666667,0.8666666666666667,0.8666666666666667
4,info_asymmetry,0.8854166666666666,0.646112600536193,0.6460532931121167,0.8230266465560583,0.922077922077922,0.9342105263157895,0.9281045751633987,,,,0.7368421052631579,0.7,0.717948717948718
4,AI_discussion_priming,0.9583333333333334,0.6923076923076923,0.6918138041733546,0.8459069020866774,0.9666666666666667,0.9886363636363636,0.9775280898876404,,,,0.8333333333333334,0.625,0.7142857142857143
4,privacy_concerns,0.9791666666666666,0.4920634920634921,0.48936170212766017,0.7446808510638299,0.9789473684210527,1.0,0.9893617021276596,,,,1.0,0.3333333333333333,0.5
4,self_esteem,0.8541666666666666,0.2607260726072608,0.2186046511627906,0.6093023255813953,1.0,0.8494623655913979,0.9186046511627907,,,,0.17647058823529413,1.0,0.3
4,self_report_bias,0.8958333333333334,0.1504424778761061,0.11111111111111105,0.5555555555555556,1.0,0.8947368421052632,0.9444444444444444,,,,0.09090909090909091,1.0,0.16666666666666666
4,network_effect,0.9375,0.23607427055702912,0.2173913043478244,0.6086956521739131,1.0,0.9368421052631579,0.967391304347826,,,,0.14285714285714285,1.0,0.25
4,truthful,0.9583333333333334,-0.021276595744680993,-0.02127659574467966,0.48936170212765956,0.9787234042553191,0.9787234042553191,0.9787234042553191,,,,0.0,0.0,0.0
