paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
4,uninformative,0.8461538461538461,0.5973451327433628,0.5972023525671595,0.5397984011122697,0.8611111111111112,0.9538461538461539,0.9051094890510949,0.0,0.0,0.0,0.7894736842105263,0.6521739130434783,0.7142857142857143,,,
4,SDB,0.9120879120879121,0.8234723569350145,0.8241010689990281,0.9115646258503401,0.9574468085106383,0.8823529411764706,0.9183673469387755,,,,0.8636363636363636,0.95,0.9047619047619048,,,
4,overest_others,0.945054945054945,0.8152659358505887,0.8159446817164938,0.9074639007524914,0.9473684210526315,0.9863013698630136,0.9664429530201343,,,,0.9333333333333333,0.7777777777777778,0.8484848484848485,,,
4,underest_own,0.8571428571428571,0.2555066079295153,0.24023248304811107,0.6180174362286084,0.974025974025974,0.872093023255814,0.9202453987730062,,,,0.21428571428571427,0.6,0.3157894736842105,,,
4,academic_integrity,0.945054945054945,0.7949526813880126,0.796033355871084,0.8974532341672301,0.9736842105263158,0.961038961038961,0.9673202614379085,,,,0.8,0.8571428571428571,0.8275862068965517,,,
4,info_asymmetry,0.9230769230769231,0.7524290711232025,0.7537414965986394,0.8761904761904762,0.958904109589041,0.9459459459459459,0.9523809523809523,,,,0.7777777777777778,0.8235294117647058,0.8,,,
4,AI_discussion_priming,0.989010989010989,0.9032943676939427,0.9037745879851143,0.9516214779372674,0.9883720930232558,1.0,0.9941520467836257,,,,1.0,0.8333333333333334,0.9090909090909091,,,
4,privacy_concerns,0.6263736263736264,0.02520478890989275,-0.14301634472511138,0.4223744292237443,0.9655172413793104,0.6363636363636364,0.7671232876712328,,,,1.0,0.3333333333333333,0.5,0.0,0.0,0.0
4,self_esteem,0.9230769230769231,0.43276936776491537,0.4233045061447428,0.7100591715976332,1.0,0.9204545454545454,0.9585798816568047,,,,0.3,1.0,0.46153846153846156,,,
4,self_report_bias,0.4945054945054945,0.007821758710594984,-0.22675703550906157,0.2222222222222222,1.0,0.5,0.6666666666666666,,,,0.0,0.0,0.0,0.0,0.0,0.0
4,network_effect,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,
4,truthful,0.945054945054945,0.2625607779578607,0.2612244897959184,0.6285714285714286,0.9883720930232558,0.9550561797752809,0.9714285714285714,,,,0.2,0.5,0.2857142857142857,,,
