paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
4,uninformative,0.8723404255319149,0.6503409795412276,0.6468922108575925,0.5580459770114943,0.8589743589743589,1.0,0.9241379310344827,0.0,0.0,0.0,0.9375,0.625,0.75,,,
4,SDB,0.8723404255319149,0.7464028776978417,0.7459239130434783,0.8722826086956521,0.9545454545454546,0.8076923076923077,0.875,,,,0.8,0.9523809523809523,0.8695652173913043,,,
4,overest_others,0.9680851063829787,0.8992137240886348,0.8995883300519062,0.9495256846250224,0.961038961038961,1.0,0.9801324503311258,,,,1.0,0.85,0.918918918918919,,,
4,underest_own,0.8191489361702128,0.1937436932391523,0.16231884057971013,0.5789196310935442,0.9736842105263158,0.8314606741573034,0.896969696969697,,,,0.16666666666666666,0.6,0.2608695652173913,,,
4,academic_integrity,0.9468085106382979,0.8072190319934373,0.8078898705568112,0.9034312718306965,0.987012987012987,0.95,0.9681528662420382,,,,0.7647058823529411,0.9285714285714286,0.8387096774193549,,,
4,info_asymmetry,0.9042553191489362,0.7390499691548427,0.7384615384615385,0.8685314685314686,0.9852941176470589,0.8933333333333333,0.9370629370629371,,,,0.6923076923076923,0.9473684210526315,0.8,,,
4,AI_discussion_priming,0.9680851063829787,0.7827426810477658,0.783815028901734,0.8913294797687861,0.9883720930232558,0.9770114942528736,0.9826589595375722,,,,0.75,0.8571428571428571,0.8,,,
4,privacy_concerns,0.8829787234042553,0.1303616484440706,0.10990913024664639,0.4790476190476191,0.9761904761904762,0.9010989010989011,0.9371428571428572,,,,1.0,0.3333333333333333,0.5,0.0,0.0,0.0
4,self_esteem,0.9042553191489362,0.367713004484305,0.35144508670520236,0.6739884393063584,1.0,0.9010989010989011,0.9479768786127167,,,,0.25,1.0,0.4,,,
4,self_report_bias,0.4574468085106383,0.022031823745410017,-0.2147497134123042,0.23039591315453387,1.0,0.45161290322580644,0.6222222222222222,,,,0.03571428571428571,1.0,0.06896551724137931,0.0,0.0,0.0
4,network_effect,0.9680851063829787,0.38961038961038963,0.3868852459016393,0.6918032786885246,1.0,0.967741935483871,0.9836065573770492,,,,0.25,1.0,0.4,,,
4,truthful,0.9468085106382979,0.42542787286063577,0.4196151458721291,0.7082557417752948,1.0,0.9456521739130435,0.9720670391061452,,,,0.2857142857142857,1.0,0.4444444444444444,,,
