paper_id,tag,accuracy,macro_f1,precision_f,recall_f,f1_f,precision_f?,recall_f?,f1_f?,precision_t,recall_t,f1_t,precision_false,recall_false,f1_false,precision_true,recall_true,f1_true
4,uninformative,0.7291666666666666,0.5146094215861657,0.8870967741935484,0.8088235294117647,0.8461538461538461,0.0,0.0,0.0,0.8333333333333334,0.6,0.6976744186046512,,,,,,
4,SDB,0.5416666666666666,0.5398692810457516,,,,,,,,,,0.5918367346938775,0.5471698113207547,0.5686274509803921,0.48936170212765956,0.5348837209302325,0.5111111111111111
4,overest. others,0.625,0.4514285714285714,,,,,,,,,,0.76,0.76,0.76,0.14285714285714285,0.14285714285714285,0.14285714285714285
4,underest. own,0.7708333333333334,0.5106580166821131,,,,,,,,,,0.96,0.7912087912087912,0.8674698795180723,0.09523809523809523,0.4,0.15384615384615385
4,academic integrity,0.7291666666666666,0.5125,,,,,,,,,,0.8481012658227848,0.8271604938271605,0.8375,0.17647058823529413,0.2,0.1875
4,info asymmetry,0.65625,0.5351430667644901,,,,,,,,,,0.8115942028985508,0.7368421052631579,0.7724137931034483,0.25925925925925924,0.35,0.2978723404255319
4,privacy concerns,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.968421052631579,0.989247311827957,0.9787234042553191,0.0,0.0,0.0
4,self-report bias,0.6145833333333334,0.38064516129032255,,,,,,,,,,0.9833333333333333,0.6210526315789474,0.7612903225806451,0.0,0.0,0.0
4,network effect,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.989247311827957,0.968421052631579,0.9787234042553191,0.0,0.0,0.0
4,truthful,0.96875,0.49206349206349204,,,,,,,,,,0.9789473684210527,0.9893617021276596,0.9841269841269841,0.0,0.0,0.0
