<<<<<<< Updated upstream
paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
4,uninformative,0.78125,0.5017301038062283,0.5007429420505198,0.5115089514066496,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,0.0,0.7142857142857143,0.6,0.6521739130434783
4,SDB,0.8958333333333334,0.7912135711178774,0.7908496732026143,0.8954248366013071,0.9387755102040817,0.8679245283018868,0.9019607843137255,,,,0.851063829787234,0.9302325581395349,0.8888888888888888
4,overest_others,0.875,0.6213017751479291,0.6210526315789474,0.8105263157894737,0.9090909090909091,0.9333333333333333,0.9210526315789473,,,,0.7368421052631579,0.6666666666666666,0.7
4,underest_own,0.8854166666666666,0.3015873015873016,0.29008403361344515,0.6450420168067227,0.9761904761904762,0.9010989010989011,0.9371428571428572,,,,0.25,0.6,0.35294117647058826
4,academic_integrity,0.9375,0.775175644028103,0.7749999999999999,0.8875,0.9746835443037974,0.9506172839506173,0.9625,,,,0.7647058823529411,0.8666666666666667,0.8125
4,info_asymmetry,0.9166666666666666,0.7563451776649747,0.7561904761904762,0.878095238095238,0.9594594594594594,0.9342105263157895,0.9466666666666667,,,,0.7727272727272727,0.85,0.8095238095238095
4,self_report_bias,0.8854166666666666,0.13725490196078427,0.09239363987967375,0.5461968199398367,1.0,0.8842105263157894,0.9385474860335196,,,,0.08333333333333333,1.0,0.15384615384615385
4,truthful,0.9791666666666666,0.0,-0.010526315789474827,0.49473684210526314,0.9791666666666666,1.0,0.9894736842105263,,,,0.0,0.0,0.0
=======
paper_id,tag,accuracy,macro_f1,kappa,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
4,uninformative,0.7604166666666666,0.5017050298380221,0.45427582797825006,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.0,0.0,0.0,0.7142857142857143,0.6,0.6521739130434783
4,SDB,0.5416666666666666,0.5398692810457516,0.08133971291866038,0.5918367346938775,0.5471698113207547,0.5686274509803921,,,,0.48936170212765956,0.5348837209302325,0.5111111111111111
4,overest_others,0.625,0.43157894736842106,-0.13609467455621305,0.7532467532467533,0.7733333333333333,0.7631578947368421,,,,0.10526315789473684,0.09523809523809523,0.1
4,underest_own,0.84375,0.5159663865546218,0.04761904761904767,0.9523809523809523,0.8791208791208791,0.9142857142857143,,,,0.08333333333333333,0.2,0.11764705882352941
4,academic_integrity,0.7291666666666666,0.5125,0.025761124121779888,0.8481012658227848,0.8271604938271605,0.8375,,,,0.17647058823529413,0.2,0.1875
4,info_asymmetry,0.6666666666666666,0.5123809523809524,0.025380710659898553,0.7972972972972973,0.7763157894736842,0.7866666666666666,,,,0.22727272727272727,0.25,0.23809523809523808
4,self_report_bias,0.8645833333333334,0.46368715083798884,-0.019607843137254832,0.9880952380952381,0.8736842105263158,0.9273743016759777,,,,0.0,0.0,0.0
4,truthful,0.9791666666666666,0.49473684210526314,0.0,0.9791666666666666,1.0,0.9894736842105263,,,,0.0,0.0,0.0
4,AVERAGE,0.7513020833333333,0.4965530737663776,0.059834238200521084,,,,,,,,,
>>>>>>> Stashed changes
