paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8288482238966631,0.28410313575340485,0.4521295095822402,0.4312351554708887,0.19727891156462585,0.6170212765957447,0.29896907216494845,0.4,0.043478260869565216,0.0784313725490196,0.9510939510939511,0.8839712918660287,0.9163050216986981
1,suggest_safe,0.3832077502691066,-0.04648789981717005,0.36968202371571157,0.22206886167436257,0.38823529411764707,0.8823529411764706,0.5392156862745098,0.1111111111111111,0.02564102564102564,0.041666666666666664,0.35714285714285715,0.04844961240310078,0.08532423208191127
1,suggest_efficient,0.5048439181916039,0.13343066877560128,0.5377107950247206,0.39525391630562084,0.5204819277108433,0.5179856115107914,0.5192307692307693,0.07407407407407407,0.21621621621621623,0.1103448275862069,0.603448275862069,0.5157894736842106,0.5561861520998865
1,agree_proposal,0.6716899892357373,0.38762961906367377,0.5391346627277205,0.46762339314710716,0.41210374639769454,0.8881987577639752,0.562992125984252,0.2857142857142857,0.011695906432748537,0.02247191011235955,0.8330434782608696,0.8023450586264657,0.8174061433447098
1,discuss_fairness,0.6006458557588805,0.34691514761056585,0.3241429328597498,0.544400819996035,0.6079077429983526,0.9271356783919598,0.7343283582089553,0.6580310880829016,0.3223350253807107,0.43270868824531517,0.4806201550387597,0.45255474452554745,0.46616541353383456
1,discuss_efficient,0.5651237890204521,0.31082959505390284,0.5351941416456427,0.5025207269118271,0.7505882352941177,0.6875,0.7176602924634421,0.2696629213483146,0.23414634146341465,0.2506527415143603,0.48466257668711654,0.6076923076923076,0.5392491467576792
1,discuss_rules,0.751345532831001,0.12947938892900313,0.22619039005966168,0.38842069550466496,0.7661016949152543,0.9868995633187773,0.8625954198473282,0.425,0.08095238095238096,0.136,0.75,0.09375,0.16666666666666666
1,explanation,0.5026910656620022,0.2702588280900653,0.23728046351620657,0.4334643150152167,0.7839195979899497,0.7155963302752294,0.7482014388489209,0.6288659793814433,0.2693156732891832,0.37712519319938176,0.09792284866468842,0.825,0.17506631299734748
1,discuss_howtoplay,0.7190527448869752,0.019768838004681544,0.15939099928558742,0.3115535571891193,0.7374860956618465,0.975,0.8397720075997467,0.2222222222222222,0.017467248908296942,0.032388663967611336,0.08333333333333333,0.05,0.0625
1,ask_game,0.9192680301399354,0.5910707578176355,0.7566324076567614,0.552789926535746,0.9589867310012062,0.9613059250302297,0.9601449275362319,0.0,0.0,0.0,0.6082474226804123,0.8194444444444444,0.6982248520710059
1,receive_report,0.7761033369214209,0.5002586224732584,0.7291961126592762,0.5091528613525493,0.7821067821067821,0.9202037351443124,0.8455538221528861,0.0,0.0,0.0,0.7617021276595745,0.6172413793103448,0.6819047619047619
1,truthful,0.7771797631862217,0.49435729423581565,0.7274362171923048,0.5069735513830002,0.7793493635077794,0.9291736930860034,0.8476923076923077,0.0,0.0,0.0,0.7737556561085973,0.5958188153310104,0.6732283464566929
1,falsehood,0.9720129171151776,0.092705281346255,0.509702409069438,0.35908013983465054,0.9825708061002179,0.9901207464324918,0.9863313285948606,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091
1,contradict,0.984930032292788,0.2181074906817363,0.5957470010905126,0.4419082125603864,0.987027027027027,0.9978142076502732,0.9923913043478261,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
1,neither_report,0.7761033369214209,0.5002586224732584,0.7344464662132602,0.5091528613525493,0.7617021276595745,0.6172413793103448,0.6819047619047619,0.0,0.0,0.0,0.7821067821067821,0.9202037351443124,0.8455538221528861
