paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8326180257510729,0.323578431372549,0.05555555555555555,0.07142857142857142,0.0625,0.0,0.0,0.0,0.8976744186046511,0.919047619047619,0.908235294117647
1,suggest_efficient,0.45064377682403434,0.3084925340360123,0.4935064935064935,0.33043478260869563,0.3958333333333333,0.0,0.0,0.0,0.46853146853146854,0.6090909090909091,0.5296442687747036
1,agree_proposal,0.5965665236051502,0.34227678461043937,0.125,0.07317073170731707,0.09230769230769231,0.2631578947368421,0.11904761904761904,0.16393442622950818,0.6894736842105263,0.8733333333333333,0.7705882352941177
1,discuss_fairness,0.3218884120171674,0.308002193261097,0.3333333333333333,0.16455696202531644,0.22033898305084745,0.5333333333333333,0.22641509433962265,0.31788079470198677,0.2550335570469799,0.7916666666666666,0.38578680203045684
1,discuss_efficient,0.3090128755364807,0.3088374015018738,0.46153846153846156,0.2222222222222222,0.3,0.26262626262626265,0.4482758620689655,0.33121019108280253,0.2682926829268293,0.3283582089552239,0.2953020134228188
1,discuss_rules,0.6008583690987125,0.32352004748799307,0.6927083333333334,0.8159509202453987,0.7492957746478873,0.2222222222222222,0.1,0.13793103448275862,0.07142857142857142,0.1,0.08333333333333333
1,explanation,0.33476394849785407,0.28449695734099406,0.32608695652173914,0.1744186046511628,0.22727272727272727,0.6222222222222222,0.4148148148148148,0.49777777777777776,0.07216494845360824,0.5833333333333334,0.12844036697247707
1,discuss_howtoplay,0.51931330472103,0.3316916519059345,0.7863247863247863,0.5227272727272727,0.6279863481228669,0.2761904761904762,0.5471698113207547,0.3670886075949367,0.0,0.0,0.0
1,ask_game,0.6909871244635193,0.3165855150189354,0.8478260869565217,0.7839195979899497,0.814621409921671,0.0,0.0,0.0,0.10416666666666667,0.19230769230769232,0.13513513513513514
1,receive_report,0.4592274678111588,0.31679809713015333,0.5981308411214953,0.47058823529411764,0.5267489711934157,0.0,0.0,0.0,0.3467741935483871,0.5443037974683544,0.4236453201970443
1,truthful,0.463519313304721,0.34353247256473063,0.5867768595041323,0.5144927536231884,0.5482625482625483,0.25,0.058823529411764705,0.09523809523809523,0.3333333333333333,0.46153846153846156,0.3870967741935484
1,falsehood,0.9399141630901288,0.3230088495575221,0.9776785714285714,0.9605263157894737,0.9690265486725663,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.9656652360515021,0.32751091703056767,0.9868421052631579,0.9782608695652174,0.982532751091703,0.0,0.0,0.0,0.0,0.0,0.0
1,neither_report,0.4592274678111588,0.31679809713015333,0.3467741935483871,0.5443037974683544,0.4236453201970443,0.0,0.0,0.0,0.5981308411214953,0.47058823529411764,0.5267489711934157
