paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.9022556390977443,-0.04851425106124929,0.5156278229448961,0.4743083003952569,0.0,0.0,0.0,0.9375,0.96,0.9486166007905138
1,suggest_safe,0.6015037593984962,0.06449900464499003,0.5306225057348459,0.4908631274828458,0.5,0.16981132075471697,0.2535211267605634,0.6173913043478261,0.8875,0.7282051282051282
1,suggest_efficient,0.45864661654135336,-0.06875000000000009,0.4489806998018404,0.4534246575342466,0.48,0.34285714285714286,0.4,0.4457831325301205,0.5873015873015873,0.5068493150684932
1,agree_proposal,0.6766917293233082,-0.0028055409433631606,0.5360200290744629,0.47843137254901963,0.26666666666666666,0.1111111111111111,0.1568627450980392,0.7288135593220338,0.8865979381443299,0.8
1,discuss_fairness,0.518796992481203,0.13425549227013833,0.23677536231884055,0.4981132075471698,0.7777777777777778,0.26582278481012656,0.39622641509433965,0.4528301886792453,0.8888888888888888,0.6
1,discuss_efficient,0.5789473684210527,0.07844592922543914,0.5163999412714726,0.5297979797979797,0.6185567010309279,0.759493670886076,0.6818181818181818,0.4722222222222222,0.3148148148148148,0.37777777777777777
1,discuss_rules,0.7368421052631579,-0.08331393995811043,0.15054269956230737,0.4506078130532279,0.8899082568807339,0.8083333333333333,0.8471615720524017,0.041666666666666664,0.07692307692307693,0.05405405405405406
1,explanation,0.6015037593984962,0.0025470496674686594,0.023547953460343996,0.4908631274828458,0.797752808988764,0.6698113207547169,0.7282051282051282,0.20454545454545456,0.3333333333333333,0.2535211267605634
1,discuss_howtoplay,0.7969924812030075,0.03649047491279844,0.1131978389503473,0.5070693205216197,0.9369369369369369,0.8387096774193549,0.8851063829787233,0.09090909090909091,0.2222222222222222,0.12903225806451613
1,ask_game,0.7218045112781954,0.05926209137832161,0.44118967452300784,0.5219080928786554,0.883495145631068,0.7844827586206896,0.8310502283105022,0.16666666666666666,0.29411764705882354,0.2127659574468085
1,receive_report,0.45864661654135336,0.08046859996159017,0.44800443458980044,0.45167201099404486,0.7666666666666667,0.26136363636363635,0.3898305084745763,0.36893203883495146,0.8444444444444444,0.5135135135135135
1,truthful,0.47368421052631576,0.05940594059405935,0.4593450028232636,0.47341628959276016,0.7142857142857143,0.3409090909090909,0.46153846153846156,0.3626373626373626,0.7333333333333333,0.4852941176470588
1,falsehood,1.0,,,1.0,1.0,1.0,1.0,,,
1,contradict,0.9097744360902256,0.0,-0.01591511936339529,0.4763779527559055,1.0,0.9097744360902256,0.952755905511811,0.0,0.0,0.0
1,neither_report,0.45864661654135336,0.08046859996159017,0.42165664552617854,0.45167201099404486,0.36893203883495146,0.8444444444444444,0.5135135135135135,0.7666666666666667,0.26136363636363635,0.3898305084745763
