paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_0.5,recall_0.5,f1_0.5
1,any_suggestion,0.9022556390977443,-0.04851425106124929,-0.05138339920948454,0.4743083003952569,0.0,0.0,0.0,0.9375,0.96,0.9486166007905138,,,
1,suggest_safe,0.5864661654135338,0.07557184380133952,0.049073773155671185,0.5245368865778356,0.46875,0.2830188679245283,0.35294117647058826,0.6237623762376238,0.7875,0.6961325966850829,,,
1,suggest_efficient,0.5263157894736842,0.06703039750584572,0.038719669592152894,0.5193598347960764,0.574468085106383,0.38571428571428573,0.46153846153846156,0.5,0.6825396825396826,0.5771812080536913,,,
1,agree_proposal,0.6766917293233082,-0.024726751478229447,-0.0757077024358126,0.4621461487820935,0.23076923076923078,0.08333333333333333,0.12244897959183673,0.725,0.8969072164948454,0.8018433179723502,,,
1,discuss_fairness,0.5413533834586466,0.1810840819622489,0.03353386145690618,0.5167669307284531,0.875,0.26582278481012656,0.4077669902912621,0.46788990825688076,0.9444444444444444,0.6257668711656442,,,
1,discuss_efficient,0.49624060150375937,-0.04749030210414951,-0.047551872097807646,0.4762240639510962,0.575,0.5822784810126582,0.5786163522012578,0.37735849056603776,0.37037037037037035,0.37383177570093457,,,
1,discuss_rules,0.6992481203007519,0.030435574995443804,-0.012272857006945026,0.32890884247511226,0.9081632653061225,0.7416666666666667,0.8165137614678899,0.11764705882352941,0.3076923076923077,0.1702127659574468,0.0,0.0,0.0
1,explanation,0.556390977443609,0.09251763617439568,0.014505494505494432,0.5072527472527473,0.8405797101449275,0.5471698113207547,0.6628571428571428,0.25,0.5925925925925926,0.3516483516483517,,,
1,discuss_howtoplay,0.7969924812030075,0.09249431387414708,0.06593835349200194,0.5329691767460008,0.944954128440367,0.8306451612903226,0.8841201716738197,0.125,0.3333333333333333,0.18181818181818182,,,
1,ask_game,0.7142857142857143,0.08574529667149056,0.06407407407407462,0.5320370370370371,0.89,0.7672413793103449,0.8240740740740741,0.18181818181818182,0.35294117647058826,0.24,,,
1,receive_report,0.47368421052631576,0.09856700232378002,-0.06278538812785395,0.468607305936073,0.78125,0.2840909090909091,0.4166666666666667,0.37623762376237624,0.8444444444444444,0.5205479452054794,,,
1,truthful,0.5112781954887218,0.11505783601187436,0.022556390977443663,0.5112781954887218,0.7555555555555555,0.38636363636363635,0.5112781954887218,0.38636363636363635,0.7555555555555555,0.5112781954887218,,,
1,falsehood,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,
1,contradict,0.9022556390977443,0.0,-0.05138339920948454,0.4743083003952569,1.0,0.9022556390977443,0.9486166007905138,0.0,0.0,0.0,,,
1,neither_report,0.47368421052631576,0.09856700232378002,-0.06278538812785395,0.468607305936073,0.37623762376237624,0.8444444444444444,0.5205479452054794,0.78125,0.2840909090909091,0.4166666666666667,,,
