paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_0.5,recall_0.5,f1_0.5
1,any_suggestion,0.8872180451127819,-0.059479553903345694,-0.059760956175300084,0.4701195219123506,0.0,0.0,0.0,0.9365079365079365,0.944,0.9402390438247012,,,
1,suggest_safe,0.42857142857142855,-0.011609287429944048,-0.1999050332383665,0.40004748338081675,0.3944954128440367,0.8113207547169812,0.5308641975308642,0.5833333333333334,0.175,0.2692307692307692,,,
1,suggest_efficient,0.5639097744360902,0.14307931570762056,0.10964912280701777,0.5548245614035088,0.6363636363636364,0.4,0.49122807017543857,0.5280898876404494,0.746031746031746,0.618421052631579,,,
1,agree_proposal,0.6616541353383458,-0.0963546437076388,-0.1629262605654327,0.41853686971728354,0.09090909090909091,0.027777777777777776,0.0425531914893617,0.7131147540983607,0.8969072164948454,0.7945205479452054,,,
1,discuss_fairness,0.45864661654135336,0.04144144144144157,-0.11556383970177064,0.2900641025641026,0.64,0.20253164556962025,0.3076923076923077,0.42452830188679247,0.8333333333333334,0.5625,0.0,0.0,0.0
1,discuss_efficient,0.48120300751879697,0.05166890565257831,-0.004103069095683587,0.325674561093437,0.6363636363636364,0.35443037974683544,0.45528455284552843,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.0,0.0,0.0
1,discuss_rules,0.849624060150376,-0.06784423926134098,-0.07714112168455145,0.3062330623306233,0.8968253968253969,0.9416666666666667,0.9186991869918699,0.0,0.0,0.0,0.0,0.0,0.0
1,explanation,0.42857142857142855,0.009213879631444821,-0.16344383057090228,0.27587844254510924,0.8,0.37735849056603776,0.5128205128205128,0.20987654320987653,0.6296296296296297,0.3148148148148148,0.0,0.0,0.0
1,discuss_howtoplay,0.8872180451127819,-0.05723370429252772,-0.059760956175300084,0.4701195219123506,0.9291338582677166,0.9516129032258065,0.9402390438247012,0.0,0.0,0.0,,,
1,ask_game,0.6466165413533834,0.060141332130506764,0.009585676938921317,0.3360066143034312,0.8876404494382022,0.6810344827586207,0.7707317073170732,0.16666666666666666,0.4117647058823529,0.23728813559322035,0.0,0.0,0.0
1,receive_report,0.5639097744360902,0.21381981247452098,0.12777023971053825,0.563885119855269,0.8409090909090909,0.42045454545454547,0.5606060606060606,0.42696629213483145,0.8444444444444444,0.5671641791044776,,,
1,truthful,0.6015037593984962,0.2654996353026988,0.20228597295309225,0.6011429864765462,0.8571428571428571,0.4772727272727273,0.6131386861313869,0.4523809523809524,0.8444444444444444,0.5891472868217055,,,
1,falsehood,0.9924812030075187,0.0,-0.0037735849056586,0.4981132075471698,1.0,0.9924812030075187,0.9962264150943396,0.0,0.0,0.0,,,
1,contradict,0.9699248120300752,0.0,-0.015267175572519776,0.49236641221374045,1.0,0.9699248120300752,0.9847328244274809,0.0,0.0,0.0,,,
1,neither_report,0.5639097744360902,0.21381981247452098,0.12777023971053825,0.563885119855269,0.42696629213483145,0.8444444444444444,0.5671641791044776,0.8409090909090909,0.42045454545454547,0.5606060606060606,,,
