paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.883495145631068,0.4099404140955142,0.5884909295085411,0.5207571009488782,0.39705882352941174,0.574468085106383,0.46956521739130436,0.15789473684210525,0.13043478260869565,0.14285714285714285,0.9573690621193667,0.9424460431654677,0.9498489425981873
1,suggest_safe,0.41963322545846815,0.031188019759859076,0.41297407753523874,0.250659117192399,0.4159613059250302,0.9197860962566845,0.5728559533721899,0.029411764705882353,0.02564102564102564,0.0273972602739726,0.6666666666666666,0.08560311284046693,0.15172413793103448
1,suggest_efficient,0.4919093851132686,0.16656740691535066,0.5597297830807362,0.3817232312240972,0.5538116591928252,0.592326139088729,0.5724217844727694,0.027932960893854747,0.13513513513513514,0.046296296296296294,0.6754966887417219,0.4312896405919662,0.5264516129032258
1,agree_proposal,0.7313915857605178,0.4129703335410282,0.5972724809635492,0.5406149006160637,0.6871165644171779,0.7,0.6934984520123839,0.25,0.05263157894736842,0.08695652173913043,0.7651098901098901,0.9345637583892618,0.8413897280966768
1,discuss_fairness,0.5943905070118662,0.39235686778367995,0.4232054027343115,0.5506806309381261,0.7516629711751663,0.8517587939698492,0.7985865724381626,0.654320987654321,0.26903553299492383,0.381294964028777,0.3375796178343949,0.7851851851851852,0.47216035634743875
1,discuss_efficient,0.5846817691477886,0.32066324296955606,0.4435692307692317,0.5002837472072702,0.7236842105263158,0.8297413793103449,0.7730923694779116,0.32974910394265233,0.44878048780487806,0.38016528925619836,0.5603448275862069,0.25193798449612403,0.34759358288770054
1,discuss_rules,0.7766990291262136,0.252454303211631,0.2533195941661379,0.49799733414553465,0.7879490150637312,0.9927007299270073,0.8785529715762274,0.6037735849056604,0.1523809523809524,0.24334600760456274,0.7272727272727273,0.25,0.37209302325581395
1,explanation,0.6170442286947141,0.35360981473624664,0.21729581480503357,0.5161638726498027,0.6842105263157895,0.8646788990825688,0.7639311043566362,0.7272727272727273,0.37250554323725055,0.49266862170087977,0.18620689655172415,0.675,0.2918918918918919
1,discuss_howtoplay,0.7206040992448759,0.02204834097741004,0.15601387004874834,0.29842803340429014,0.7369007803790413,0.9734904270986745,0.8388324873096447,0.35,0.03070175438596491,0.056451612903225805,0.0,0.0,0.0
1,ask_game,0.9288025889967637,0.6218291054739653,0.7771723709838932,0.6169407755342028,0.9618593563766389,0.9781818181818182,0.9699519230769231,0.17391304347826086,0.13333333333333333,0.1509433962264151,0.7692307692307693,0.6944444444444444,0.7299270072992701
1,receive_report,0.7454153182308522,0.5098600637173851,0.7420110461711582,0.5431243272140799,0.8752362948960303,0.7887563884156729,0.8297491039426523,0.09259259259259259,0.1,0.09615384615384616,0.6482558139534884,0.7689655172413793,0.7034700315457413
1,truthful,0.7626752966558792,0.5283839159351383,0.747026010072661,0.5464391816033293,0.8683274021352313,0.8257191201353637,0.8464874241110147,0.09523809523809523,0.08163265306122448,0.08791208791208792,0.6656346749226006,0.7491289198606271,0.7049180327868853
1,falsehood,0.9687162891046386,0.2805106519644579,0.5761138613861387,0.47488933203218914,0.9878318584070797,0.9823982398239824,0.9851075565361279,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.23529411764705882,0.36363636363636365,0.2857142857142857
1,contradict,0.9848975188781014,0.258611825192802,0.6294262295081967,0.4420829548894944,0.9880694143167028,0.9978094194961665,0.9929155313351499,0.0,0.0,0.0,0.5,0.25,0.3333333333333333
1,neither_report,0.7454153182308522,0.5098600637173851,0.7258669918164685,0.5431243272140799,0.6482558139534884,0.7689655172413793,0.7034700315457413,0.09259259259259259,0.1,0.09615384615384616,0.8752362948960303,0.7887563884156729,0.8297491039426523
