paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_0.5,recall_0.5,f1_0.5
1,any_suggestion,0.9022556390977443,-0.04851425106124929,0.5156278229448961,0.4743083003952569,0.0,0.0,0.0,0.9375,0.96,0.9486166007905138,,,
1,suggest_safe,0.45112781954887216,-0.007053210247899733,0.42731696707718236,0.4430677450811679,0.3958333333333333,0.7169811320754716,0.5100671140939598,0.5945945945945946,0.275,0.37606837606837606,,,
1,suggest_efficient,0.49624060150375937,0.03340926347760054,0.43985761196501005,0.4133254328790572,0.6153846153846154,0.11428571428571428,0.1927710843373494,0.48333333333333334,0.9206349206349206,0.6338797814207651,,,
1,agree_proposal,0.706766917293233,0.005369127516778649,0.5418660287081339,0.459067681718636,0.2857142857142857,0.05555555555555555,0.09302325581395349,0.7301587301587301,0.9484536082474226,0.8251121076233184,,,
1,discuss_fairness,0.48120300751879697,0.10091113941412755,0.1610911987256073,0.4237362637362638,0.9166666666666666,0.13924050632911392,0.24175824175824176,0.4380165289256198,0.9814814814814815,0.6057142857142858,,,
1,discuss_efficient,0.39849624060150374,-0.05534616147589766,0.37554347826086965,0.3480392156862745,0.47058823529411764,0.10126582278481013,0.16666666666666666,0.3879310344827586,0.8333333333333334,0.5294117647058824,,,
1,discuss_rules,0.5338345864661654,-0.02536682417309133,0.09069325735992406,0.40965063001145474,0.8918918918918919,0.55,0.6804123711340206,0.0847457627118644,0.38461538461538464,0.1388888888888889,,,
1,explanation,0.2781954887218045,0.04057709648331831,-0.0720535350164977,0.26620689655172414,1.0,0.09433962264150944,0.1724137931034483,0.21951219512195122,1.0,0.36,,,
1,discuss_howtoplay,0.6090225563909775,0.05156335710367532,0.09973953370179778,0.4531941808981657,0.95,0.6129032258064516,0.7450980392156863,0.09433962264150944,0.5555555555555556,0.16129032258064516,,,
1,ask_game,0.5413533834586466,0.0127768313458263,0.2870439314966493,0.29592499767938363,0.8767123287671232,0.5517241379310345,0.6772486772486772,0.13559322033898305,0.47058823529411764,0.21052631578947367,0.0,0.0,0.0
1,receive_report,0.45864661654135336,0.08799999999999997,0.4496518182823035,0.4496551724137931,0.7857142857142857,0.25,0.3793103448275862,0.37142857142857144,0.8666666666666667,0.52,,,
1,truthful,0.48120300751879697,0.0687975646879756,0.4665889776312424,0.4810856658184902,0.7209302325581395,0.3522727272727273,0.4732824427480916,0.36666666666666664,0.7333333333333333,0.4888888888888889,,,
1,falsehood,1.0,,,1.0,1.0,1.0,1.0,,,,,,
1,contradict,0.8872180451127819,0.0,-0.02680965147453085,0.4701195219123506,1.0,0.8872180451127819,0.9402390438247012,0.0,0.0,0.0,,,
1,neither_report,0.45864661654135336,0.08799999999999997,0.44268731296159025,0.4496551724137931,0.37142857142857144,0.8666666666666667,0.52,0.7857142857142857,0.25,0.3793103448275862,,,
