paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
4,uninformative,0.7692307692307693,0.5384615384615384,0.5363636363636364,0.7636363636363637,0.7058823529411765,0.9230769230769231,0.8,0.8888888888888888,0.6153846153846154,0.7272727272727273
4,SDB,0.8846153846153846,0.7194244604316546,0.7243243243243243,0.8594594594594596,0.8947368421052632,0.9444444444444444,0.918918918918919,0.8571428571428571,0.75,0.8
4,overest_others,0.9615384615384616,0.8354430379746836,0.8380952380952381,0.9174603174603174,1.0,0.9565217391304348,0.9777777777777777,0.75,1.0,0.8571428571428571
4,underest_own,0.8076923076923077,0.4347826086956522,0.43458980044345896,0.7117516629711751,0.9473684210526315,0.8181818181818182,0.8780487804878049,0.42857142857142855,0.75,0.5454545454545454
4,academic_integrity,0.9615384615384616,0.0,0.0,0.49019607843137253,1.0,0.9615384615384616,0.9803921568627451,0.0,0.0,0.0
4,info_asymmetry,0.8076923076923077,0.19753086419753074,0.19047619047619047,0.5873015873015872,0.9523809523809523,0.8333333333333334,0.8888888888888888,0.2,0.5,0.2857142857142857
4,AI_discussion_priming,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,privacy_concerns,0.9615384615384616,0.0,0.0,0.49019607843137253,0.9615384615384616,1.0,0.9803921568627451,0.0,0.0,0.0
4,self_esteem,0.8076923076923077,0.0,-0.08510638297872353,0.44680851063829785,1.0,0.8076923076923077,0.8936170212765957,0.0,0.0,0.0
4,self_report_bias,0.8846153846153846,0.0,-0.04081632653061229,0.46938775510204084,1.0,0.8846153846153846,0.9387755102040817,0.0,0.0,0.0
4,network_effect,0.9230769230769231,0.0,-0.020000000000000018,0.48,1.0,0.9230769230769231,0.96,0.0,0.0,0.0
4,truthful,0.9230769230769231,0.4693877551020408,0.46875,0.7291666666666667,1.0,0.92,0.9583333333333334,0.3333333333333333,1.0,0.5
