paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
4,uninformative,0.8333333333333334,0.6129032258064516,0.6072727272727273,0.8036363636363637,0.8148148148148148,0.9565217391304348,0.88,0.8888888888888888,0.6153846153846154,0.7272727272727273
4,SDB,0.8611111111111112,0.7222222222222222,0.7202797202797203,0.8601398601398602,0.8095238095238095,0.9444444444444444,0.8717948717948718,0.9333333333333333,0.7777777777777778,0.8484848484848485
4,overest_others,0.9722222222222222,0.8732394366197183,0.873015873015873,0.9365079365079365,1.0,0.96875,0.9841269841269841,0.8,1.0,0.8888888888888888
4,underest_own,0.8611111111111112,0.47058823529411764,0.4634873323397912,0.7317436661698957,0.9655172413793104,0.875,0.9180327868852459,0.42857142857142855,0.75,0.5454545454545454
4,academic_integrity,0.8888888888888888,0.4375,0.4375,0.71875,0.9375,0.9375,0.9375,0.5,0.5,0.5
4,info_asymmetry,0.8611111111111112,0.22413793103448276,0.20879120879120894,0.6043956043956045,0.967741935483871,0.8823529411764706,0.9230769230769231,0.2,0.5,0.2857142857142857
4,AI_discussion_priming,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,privacy_concerns,0.9722222222222222,0.0,-0.014084507042260164,0.49295774647887325,0.9722222222222222,1.0,0.9859154929577465,0.0,0.0,0.0
4,self_esteem,0.6944444444444444,0.0,-0.18032786885245922,0.4098360655737705,1.0,0.6944444444444444,0.819672131147541,0.0,0.0,0.0
4,self_report_bias,0.9166666666666666,0.0,-0.04347826086956741,0.4782608695652174,1.0,0.9166666666666666,0.9565217391304348,0.0,0.0,0.0
4,network_effect,0.9444444444444444,0.0,-0.028571428571426027,0.4857142857142857,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0,0.0
4,truthful,0.9444444444444444,0.4782608695652174,0.47058823529411775,0.7352941176470589,1.0,0.9428571428571428,0.9705882352941176,0.3333333333333333,1.0,0.5
