paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.9642857142857143,0.0,-0.018181818181817633,0.4909090909090909,0.0,0.0,0.0,0.9642857142857143,1.0,0.9818181818181818
1,suggest_safe,0.6785714285714286,0.07352941176470595,-0.01818181818181852,0.49090909090909096,0.5,0.1111111111111111,0.18181818181818182,0.6923076923076923,0.9473684210526315,0.8
1,suggest_efficient,0.6071428571428571,0.22999999999999998,0.20516129032258057,0.6025806451612903,0.7,0.4666666666666667,0.56,0.5555555555555556,0.7692307692307693,0.6451612903225806
1,agree_proposal,0.7142857142857143,-0.1200000000000001,-0.1666666666666663,0.4166666666666667,0.0,0.0,0.0,0.7692307692307693,0.9090909090909091,0.8333333333333334
1,discuss_fairness,0.6071428571428571,0.28037383177570085,0.16190476190476188,0.5809523809523809,1.0,0.3125,0.47619047619047616,0.5217391304347826,1.0,0.6857142857142857
1,discuss_efficient,0.5714285714285714,0.15577889447236182,0.13846153846153852,0.5692307692307692,0.6363636363636364,0.4666666666666667,0.5384615384615384,0.5294117647058824,0.6923076923076923,0.6
1,discuss_rules,0.8571428571428571,0.5294117647058824,0.5130434782608698,0.7565217391304347,1.0,0.84,0.9130434782608695,0.42857142857142855,1.0,0.6
1,explanation,0.35714285714285715,0.07692307692307687,-0.3124999999999998,0.34375,1.0,0.28,0.4375,0.14285714285714285,1.0,0.25
1,discuss_howtoplay,0.8928571428571429,0.0,-0.056603773584905204,0.4716981132075472,1.0,0.8928571428571429,0.9433962264150944,0.0,0.0,0.0
1,ask_game,0.8571428571428571,0.26315789473684215,0.2533333333333334,0.6266666666666667,0.9583333333333334,0.8846153846153846,0.92,0.25,0.5,0.3333333333333333
1,receive_report,0.4642857142857143,0.1599999999999998,-0.08387096774193559,0.45806451612903226,1.0,0.34782608695652173,0.5161290322580645,0.25,1.0,0.4
1,truthful,0.42857142857142855,0.07053941908713701,-0.1666666666666663,0.41666666666666663,0.8888888888888888,0.34782608695652173,0.5,0.21052631578947367,0.8,0.3333333333333333
1,falsehood,1.0,,1.0,1.0,1.0,1.0,1.0,,,
1,contradict,0.9642857142857143,0.0,-0.018181818181817633,0.4909090909090909,1.0,0.9642857142857143,0.9818181818181818,0.0,0.0,0.0
1,neither_report,0.42857142857142855,0.125,-0.1666666666666663,0.41666666666666663,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5
