paper_id,tag,accuracy,macro_f1,precision_f,recall_f,f1_f,precision_f?,recall_f?,f1_f?,precision_t,recall_t,f1_t,precision_false,recall_false,f1_false,precision_true,recall_true,f1_true
4,uninformative,0.7708333333333334,0.4997981894712564,0.8356164383561644,0.8970588235294118,0.8652482269503546,0.0,0.0,0.0,0.8125,0.52,0.6341463414634146,,,,,,
4,SDB,0.5520833333333334,0.5508649766075508,,,,,,,,,,0.6041666666666666,0.5471698113207547,0.5742574257425742,0.5,0.5581395348837209,0.5274725274725275
4,overest. others,0.6354166666666666,0.436902966314731,,,,,,,,,,0.7564102564102564,0.7866666666666666,0.7712418300653595,0.1111111111111111,0.09523809523809523,0.10256410256410256
4,underest. own,0.7708333333333334,0.4761904761904762,,,,,,,,,,0.948051948051948,0.8021978021978022,0.8690476190476191,0.05263157894736842,0.2,0.08333333333333333
4,academic integrity,0.7395833333333334,0.49227840067696216,,,,,,,,,,0.8414634146341463,0.8518518518518519,0.8466257668711656,0.14285714285714285,0.13333333333333333,0.13793103448275862
4,info asymmetry,0.65625,0.5055408147338848,,,,,,,,,,0.7945205479452054,0.7631578947368421,0.7785234899328859,0.21739130434782608,0.25,0.23255813953488372
4,privacy concerns,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.968421052631579,0.989247311827957,0.9787234042553191,0.0,0.0,0.0
4,self-report bias,0.8229166666666666,0.4514285714285714,,,,,,,,,,0.9875,0.8315789473684211,0.9028571428571428,0.0,0.0,0.0
4,network effect,0.96875,0.49206349206349204,,,,,,,,,,0.9893617021276596,0.9789473684210527,0.9841269841269841,0.0,0.0,0.0
4,truthful,0.9583333333333334,0.48936170212765956,,,,,,,,,,0.9787234042553191,0.9787234042553191,0.9787234042553191,0.0,0.0,0.0
