paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.9523809523809523,0.0,0.6584362139917695,0.4878048780487805,0.0,0.0,0.0,0.9523809523809523,1.0,0.975609756097561
1,suggest_safe,0.6190476190476191,0.22222222222222232,0.576530612244898,0.5961538461538461,0.4,0.6666666666666666,0.5,0.8181818181818182,0.6,0.6923076923076923
1,suggest_efficient,0.6190476190476191,0.26315789473684215,0.6227272727272728,0.6181818181818182,0.75,0.5,0.6,0.5384615384615384,0.7777777777777778,0.6363636363636364
1,agree_proposal,0.8095238095238095,0.27586206896551724,0.6948529411764706,0.611111111111111,1.0,0.2,0.3333333333333333,0.8,1.0,0.8888888888888888
1,discuss_fairness,0.5238095238095238,0.0,0.18627450980392168,0.34375,0.0,0.0,0.0,0.5238095238095238,1.0,0.6875
1,discuss_efficient,0.5714285714285714,0.22222222222222232,0.5743589743589743,0.5675057208237986,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.4666666666666667,0.875,0.6086956521739131
1,discuss_rules,0.9523809523809523,0.0,0.48124999999999996,0.4878048780487805,0.9523809523809523,1.0,0.975609756097561,0.0,0.0,0.0
1,explanation,0.14285714285714285,0.010471204188481686,-0.12716049382716044,0.14090909090909093,1.0,0.05263157894736842,0.1,0.1,1.0,0.18181818181818182
1,discuss_howtoplay,1.0,,-0.024691358024691468,1.0,1.0,1.0,1.0,,,
1,ask_game,0.7619047619047619,-0.12903225806451601,0.3851851851851852,0.43243243243243246,0.8888888888888888,0.8421052631578947,0.8648648648648649,0.0,0.0,0.0
1,receive_report,0.2857142857142857,-0.06060606060606055,0.05895691609977316,0.25882352941176473,0.8333333333333334,0.2631578947368421,0.4,0.06666666666666667,0.5,0.11764705882352941
1,truthful,0.3333333333333333,-0.19512195121951215,0.021885521885521952,0.25,0.7777777777777778,0.3684210526315789,0.5,0.0,0.0,0.0
1,falsehood,0.9523809523809523,0.0,0.0,0.4878048780487805,1.0,0.9523809523809523,0.975609756097561,0.0,0.0,0.0
1,contradict,0.9047619047619048,0.0,-0.012195121951219523,0.475,1.0,0.9047619047619048,0.95,0.0,0.0,0.0
1,neither_report,0.2857142857142857,-0.06060606060606055,0.05895691609977316,0.25882352941176473,0.06666666666666667,0.5,0.11764705882352941,0.8333333333333334,0.2631578947368421,0.4
