paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8240343347639485,0.3018867924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.897196261682243,0.9142857142857143,0.9056603773584906
1,suggest_efficient,0.4892703862660944,0.357173541764045,0.578125,0.3217391304347826,0.4134078212290503,0.047619047619047616,0.125,0.06896551724137931,0.5135135135135135,0.6909090909090909,0.5891472868217055
1,agree_proposal,0.6094420600858369,0.32853747559629914,0.13636363636363635,0.07317073170731707,0.09523809523809523,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.6732673267326733,0.9066666666666666,0.7727272727272727
1,discuss_fairness,0.2918454935622318,0.27319446608834175,0.3392857142857143,0.24050632911392406,0.2814814814814815,0.5555555555555556,0.09433962264150944,0.16129032258064516,0.24528301886792453,0.8125,0.37681159420289856
1,discuss_efficient,0.33476394849785407,0.32538272898549764,0.39655172413793105,0.21296296296296297,0.27710843373493976,0.3488372093023256,0.25862068965517243,0.297029702970297,0.30303030303030304,0.5970149253731343,0.4020100502512563
1,discuss_rules,0.6094420600858369,0.3488414522897281,0.7081081081081081,0.803680981595092,0.7528735632183908,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.1,0.07142857142857142
1,explanation,0.26609442060085836,0.24549871653832048,0.4117647058823529,0.16279069767441862,0.23333333333333334,0.6119402985074627,0.3037037037037037,0.40594059405940597,0.05303030303030303,0.5833333333333334,0.09722222222222222
1,discuss_howtoplay,0.4034334763948498,0.27568678347393466,0.75,0.42613636363636365,0.5434782608695652,0.2345679012345679,0.3584905660377358,0.2835820895522388,0.0,0.0,0.0
1,ask_game,0.6952789699570815,0.32491393121314377,0.8571428571428571,0.7839195979899497,0.8188976377952756,0.0,0.0,0.0,0.11764705882352941,0.23076923076923078,0.15584415584415584
1,receive_report,0.463519313304721,0.3210909654424299,0.6019417475728155,0.45588235294117646,0.5188284518828452,0.0,0.0,0.0,0.359375,0.5822784810126582,0.4444444444444444
1,truthful,0.5021459227467812,0.33977425701563635,0.6341463414634146,0.5652173913043478,0.5977011494252874,0.0,0.0,0.0,0.3644859813084112,0.5,0.42162162162162165
1,falsehood,0.9227467811158798,0.3199404761904762,0.9772727272727273,0.9429824561403509,0.9598214285714286,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.944206008583691,0.3237674760853569,0.9865470852017937,0.9565217391304348,0.9713024282560706,0.0,0.0,0.0,0.0,0.0,0.0
1,neither_report,0.463519313304721,0.3210909654424299,0.359375,0.5822784810126582,0.4444444444444444,0.0,0.0,0.0,0.6019417475728155,0.45588235294117646,0.5188284518828452
