paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
1,any_suggestion,0.835,0.037339556592765444,0.033887140452317,0.34900731452455586,0.125,0.15384615384615385,0.13793103448275862,0.0,0.0,0.0,0.8967391304347826,0.9217877094972067,0.9090909090909091,,,
1,suggest_safe,0.345,-0.046409457624410955,-0.20219331452038447,0.2419856550550478,0.37333333333333335,0.717948717948718,0.49122807017543857,0.043478260869565216,0.125,0.06451612903225806,0.4444444444444444,0.10526315789473684,0.1702127659574468,,,
1,suggest_efficient,0.38,0.03618203723135516,-0.033354861559615756,0.29129805704836714,0.4857142857142857,0.16831683168316833,0.25,0.03773584905660377,0.3333333333333333,0.06779661016949153,0.5089285714285714,0.6129032258064516,0.5560975609756098,,,
1,agree_proposal,0.56,0.049881235154394354,0.017966744782948463,0.3199257532590866,0.047619047619047616,0.02564102564102564,0.03333333333333333,0.3125,0.13157894736842105,0.18518518518518517,0.6503067484662577,0.8617886178861789,0.7412587412587412,,,
1,discuss_fairness,0.235,-0.011536808700538748,-0.17626708181975448,0.22875055978504255,0.3333333333333333,0.17391304347826086,0.22857142857142856,0.44,0.11458333333333333,0.18181818181818182,0.17266187050359713,0.6857142857142857,0.27586206896551724,,,
1,discuss_efficient,0.305,0.0031912223457276623,-0.05665253995704944,0.22105613415113712,0.36666666666666664,0.11956521739130435,0.18032786885245902,0.27419354838709675,0.3469387755102041,0.3063063063063063,0.308411214953271,0.559322033898305,0.39759036144578314,0.0,0.0,0.0
1,discuss_rules,0.605,0.032929367119598485,0.005882908107088025,0.35430411928937966,0.7055214723926381,0.8333333333333334,0.7641196013289037,0.15789473684210525,0.057692307692307696,0.08450704225352113,0.16666666666666666,0.3,0.21428571428571427,,,
1,explanation,0.31,0.018073146435178766,-0.08396826643625799,0.2684401497211825,0.34375,0.14864864864864866,0.20754716981132076,0.5945945945945946,0.3793103448275862,0.4631578947368421,0.07446808510638298,0.7,0.1346153846153846,,,
1,discuss_howtoplay,0.68,0.05395417590539553,0.04395563356612009,0.3769130166453893,0.7771084337349398,0.8431372549019608,0.8087774294670846,0.25,0.13953488372093023,0.1791044776119403,0.1,0.25,0.14285714285714285,,,
1,ask_game,0.625,-0.016260162601625883,-0.04671853738529674,0.3149995903989514,0.85,0.6878612716763006,0.7603833865814696,0.0,0.0,0.0,0.13636363636363635,0.2857142857142857,0.18461538461538463,,,
1,receive_report,0.455,0.04293616647642462,-0.017170586039567004,0.3148148148148148,0.6296296296296297,0.4146341463414634,0.5,0.0,0.0,0.0,0.33613445378151263,0.6557377049180327,0.4444444444444444,,,
1,truthful,0.485,0.05893101873001372,0.02205131856915643,0.3312427793365242,0.6382978723404256,0.48,0.547945205479452,0.0,0.0,0.0,0.3490566037735849,0.6166666666666667,0.4457831325301205,,,
1,falsehood,0.945,-0.01663585951940849,-0.021592755978639744,0.3239074550128535,0.9742268041237113,0.9692307692307692,0.9717223650385605,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,contradict,0.95,-0.010611419909045017,-0.020147921448607553,0.3247863247863248,0.9844559585492227,0.9644670050761421,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,neither_report,0.455,0.04293616647642462,-0.017170586039567004,0.3148148148148148,0.33613445378151263,0.6557377049180327,0.4444444444444444,0.0,0.0,0.0,0.6296296296296297,0.4146341463414634,0.5,,,
