paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
4,uninformative,0.9032258064516129,0.7592752372735116,0.758824376890938,0.5974134334584899,0.9142857142857143,0.9696969696969697,0.9411764705882353,0.0,0.0,0.0,0.8695652173913043,0.8333333333333334,0.851063829787234,,,
4,SDB,0.8924731182795699,0.7841225626740946,0.7837209302325581,0.8918604651162791,0.9375,0.8653846153846154,0.9,,,,0.8444444444444444,0.926829268292683,0.8837209302325582,,,
4,overest_others,0.9247311827956989,0.7446057277363671,0.7421271538918597,0.8710635769459298,0.9125,1.0,0.954248366013072,,,,1.0,0.65,0.7878787878787878,,,
4,underest_own,0.967741935483871,0.6499372647427855,0.6497175141242932,0.8248587570621468,0.9775280898876404,0.9886363636363636,0.9830508474576272,,,,0.75,0.6,0.6666666666666666,,,
4,academic_integrity,0.9247311827956989,0.6550079491255962,0.6527073886369699,0.8263536943184849,0.9285714285714286,0.9873417721518988,0.9570552147239264,,,,0.8888888888888888,0.5714285714285714,0.6956521739130435,,,
4,info_asymmetry,0.9139784946236559,0.7712177121771218,0.768944099378882,0.8844720496894409,1.0,0.8918918918918919,0.9428571428571428,,,,0.7037037037037037,1.0,0.8260869565217391,,,
4,AI_discussion_priming,0.4946236559139785,0.06582603120324859,-0.16049382716049432,0.3013468013468013,0.9782608695652174,0.5232558139534884,0.6818181818181818,,,,0.5,0.14285714285714285,0.2222222222222222,0.0,0.0,0.0
4,privacy_concerns,0.946236559139785,0.2688679245283019,0.2648221343873506,0.49068901303538176,0.9775280898876404,0.9666666666666667,0.9720670391061452,,,,1.0,0.3333333333333333,0.5,0.0,0.0,0.0
4,self_report_bias,0.5376344086021505,0.033824595312877515,-0.23597589244320827,0.45390070921985815,1.0,0.532608695652174,0.6950354609929078,,,,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
4,truthful,0.978494623655914,0.6568265682656826,0.6555555555555548,0.8277777777777777,1.0,0.978021978021978,0.9888888888888889,,,,0.5,1.0,0.6666666666666666,,,
