paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
4,uninformative,0.9042553191489362,0.7658455577082757,0.765618506718382,0.5994397759103641,0.927536231884058,0.9552238805970149,0.9411764705882353,0.0,0.0,0.0,0.84,0.875,0.8571428571428571,,,
4,SDB,0.9361702127659575,0.8714676390154968,0.8714090287277703,0.9357045143638851,0.96,0.9230769230769231,0.9411764705882353,,,,0.9090909090909091,0.9523809523809523,0.9302325581395349,,,
4,overest_others,0.925531914893617,0.745158791634392,0.7427174975562072,0.8713587487781036,0.9135802469135802,1.0,0.9548387096774194,,,,1.0,0.65,0.7878787878787878,,,
4,underest_own,0.9680851063829787,0.6501240694789082,0.6499068901303537,0.8249534450651769,0.9777777777777777,0.9887640449438202,0.9832402234636871,,,,0.75,0.6,0.6666666666666666,,,
4,academic_integrity,0.9148936170212766,0.5921908893709327,0.5881708652792988,0.7940854326396495,0.9186046511627907,0.9875,0.9518072289156626,,,,0.875,0.5,0.6363636363636364,,,
4,info_asymmetry,0.9148936170212766,0.7639673571876961,0.7626262626262628,0.8813131313131313,0.9855072463768116,0.9066666666666666,0.9444444444444444,,,,0.72,0.9473684210526315,0.8181818181818182,,,
4,AI_discussion_priming,0.43617021276595747,0.0823356050838091,-0.20207503920858993,0.3544973544973545,1.0,0.4482758620689655,0.6190476190476191,,,,1.0,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0
4,privacy_concerns,0.9787234042553191,0.49189189189189186,0.4891304347826092,0.7445652173913043,0.978494623655914,1.0,0.9891304347826086,,,,1.0,0.3333333333333333,0.5,,,
4,self_report_bias,0.3404255319148936,0.00546075085324238,-0.46856494897316314,0.17066666666666666,1.0,0.34408602150537637,0.512,,,,0.0,0.0,0.0,0.0,0.0,0.0
4,truthful,0.9680851063829787,0.5579937304075235,0.5548539857932129,0.7774269928966062,1.0,0.967391304347826,0.9834254143646409,,,,0.4,1.0,0.5714285714285714,,,
