paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
1,any_suggestion,0.8497854077253219,0.3504553734061931,0.125,0.14285714285714285,0.13333333333333333,0.0,0.0,0.0,0.9032258064516129,0.9333333333333333,0.9180327868852459,,,
1,suggest_safe,0.351931330472103,0.2541861188920012,0.3652694610778443,0.6931818181818182,0.47843137254901963,0.038461538461538464,0.1,0.05555555555555555,0.5,0.14814814814814814,0.22857142857142856,,,
1,suggest_efficient,0.37339055793991416,0.2820402864818738,0.46153846153846156,0.1565217391304348,0.23376623376623376,0.031746031746031744,0.25,0.056338028169014086,0.5114503816793893,0.6090909090909091,0.5560165975103735,,,
1,agree_proposal,0.6008583690987125,0.3355541292594089,0.047619047619047616,0.024390243902439025,0.03225806451612903,0.35294117647058826,0.14285714285714285,0.2033898305084746,0.6820512820512821,0.8866666666666667,0.7710144927536232,,,
1,discuss_fairness,0.2532188841201717,0.23660469269632756,0.3157894736842105,0.1518987341772152,0.20512820512820512,0.42857142857142855,0.11320754716981132,0.1791044776119403,0.20958083832335328,0.7291666666666666,0.32558139534883723,,,
1,discuss_efficient,0.2918454935622318,0.20994135887752907,0.36363636363636365,0.1111111111111111,0.1702127659574468,0.2647058823529412,0.3103448275862069,0.2857142857142857,0.2900763358778626,0.5671641791044776,0.3838383838383838,0.0,0.0,0.0
1,discuss_rules,0.6137339055793991,0.3514359774522376,0.723404255319149,0.8343558282208589,0.7749287749287749,0.18181818181818182,0.06666666666666667,0.0975609756097561,0.13043478260869565,0.3,0.18181818181818182,,,
1,explanation,0.30472103004291845,0.2632371409897101,0.34375,0.12790697674418605,0.1864406779661017,0.5930232558139535,0.37777777777777777,0.46153846153846156,0.0782608695652174,0.75,0.14173228346456693,,,
1,discuss_howtoplay,0.6609442060085837,0.3613396977053598,0.7643979057591623,0.8295454545454546,0.7956403269754768,0.2413793103448276,0.1320754716981132,0.17073170731707318,0.07692307692307693,0.25,0.11764705882352941,,,
1,ask_game,0.6180257510729614,0.31681041715608954,0.85,0.6834170854271356,0.7576601671309192,0.0,0.0,0.0,0.14035087719298245,0.3076923076923077,0.1927710843373494,,,
1,receive_report,0.48497854077253216,0.3363029397110115,0.6404494382022472,0.41911764705882354,0.5066666666666667,0.0,0.0,0.0,0.3888888888888889,0.7088607594936709,0.5022421524663677,,,
1,truthful,0.5064377682403434,0.3492392807745505,0.6407766990291263,0.4782608695652174,0.5477178423236515,0.0,0.0,0.0,0.4,0.6666666666666666,0.5,,,
1,falsehood,0.9527896995708155,0.3252747252747253,0.9779735682819384,0.9736842105263158,0.9758241758241758,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,contradict,0.9527896995708155,0.3252747252747253,0.9866666666666667,0.9652173913043478,0.9758241758241758,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,neither_report,0.48497854077253216,0.3363029397110115,0.3888888888888889,0.7088607594936709,0.5022421524663677,0.0,0.0,0.0,0.6404494382022472,0.41911764705882354,0.5066666666666667,,,
