paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
4,uninformative,0.8333333333333334,0.5391539153915392,0.5317910219089934,0.5164429530201343,0.8271604938271605,0.9852941176470589,0.8993288590604027,0.0,0.0,0.0,0.8666666666666667,0.52,0.65,,,
4,SDB,0.8958333333333334,0.7912135711178774,0.7919389978213507,0.8954248366013071,0.9387755102040817,0.8679245283018868,0.9019607843137255,,,,0.851063829787234,0.9302325581395349,0.8888888888888888,,,
4,overest_others,0.9270833333333334,0.7829457364341086,0.7840413503472783,0.8914553383944435,0.9473684210526315,0.96,0.9536423841059603,,,,0.85,0.8095238095238095,0.8292682926829268,,,
4,underest_own,0.9166666666666666,0.3875598086124402,0.3868378812199037,0.6918138041733547,0.9770114942528736,0.9340659340659341,0.9550561797752809,,,,0.3333333333333333,0.6,0.42857142857142855,,,
4,academic_integrity,0.9375,0.7493472584856398,0.7504355400696865,0.8745644599303135,0.9518072289156626,0.9753086419753086,0.9634146341463414,,,,0.8461538461538461,0.7333333333333333,0.7857142857142857,,,
4,info_asymmetry,0.90625,0.7306733167082293,0.7316997034493522,0.8651474949274232,0.958904109589041,0.9210526315789473,0.9395973154362416,,,,0.7391304347826086,0.85,0.7906976744186046,,,
4,AI_discussion_priming,0.96875,0.7534246575342466,0.7537602062741727,0.8762354963472282,0.967032967032967,1.0,0.9832402234636871,,,,1.0,0.625,0.7692307692307693,,,
4,privacy_concerns,0.9479166666666666,0.2592592592592593,0.2625482625482626,0.6293436293436294,0.9782608695652174,0.967741935483871,0.972972972972973,,,,0.25,0.3333333333333333,0.2857142857142857,,,
4,self_esteem,0.8229166666666666,0.2183908045977011,0.16465140210959606,0.58013892462053,1.0,0.8172043010752689,0.8994082840236687,,,,0.15,1.0,0.2608695652173913,,,
4,self_report_bias,0.9270833333333334,-0.012048192771084265,-0.022953328232593773,0.3207207207207207,0.9888888888888889,0.9368421052631579,0.9621621621621622,,,,0.0,0.0,0.0,0.0,0.0,0.0
4,network_effect,0.9375,0.23607427055702912,0.2214673913043479,0.6086956521739131,1.0,0.9368421052631579,0.967391304347826,,,,0.14285714285714285,1.0,0.25,,,
4,truthful,0.9270833333333334,0.3411764705882353,0.32847815168257166,0.6624811652435962,1.0,0.925531914893617,0.9613259668508287,,,,0.2222222222222222,1.0,0.36363636363636365,,,
