paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
4,uninformative,0.84375,0.5734597156398105,0.5659382064807836,0.5294440782245661,0.8375,0.9852941176470589,0.9054054054054054,0.0,0.0,0.0,0.875,0.56,0.6829268292682927,,,
4,SDB,0.90625,0.8116826503923278,0.811497763717683,0.9057488818588415,0.94,0.8867924528301887,0.912621359223301,,,,0.8695652173913043,0.9302325581395349,0.898876404494382,,,
4,overest_others,0.9270833333333334,0.7751004016064257,0.7747611865258924,0.8873805932629462,0.9358974358974359,0.9733333333333334,0.954248366013072,,,,0.8888888888888888,0.7619047619047619,0.8205128205128205,,,
4,underest_own,0.90625,0.3552238805970148,0.3491525423728814,0.6745762711864407,0.9767441860465116,0.9230769230769231,0.9491525423728814,,,,0.3,0.6,0.4,,,
4,academic_integrity,0.9375,0.7493472584856398,0.7491289198606271,0.8745644599303135,0.9518072289156626,0.9753086419753086,0.9634146341463414,,,,0.8461538461538461,0.7333333333333333,0.7857142857142857,,,
4,info_asymmetry,0.90625,0.7397590361445783,0.7387755102040816,0.8693877551020408,0.971830985915493,0.9078947368421053,0.9387755102040817,,,,0.72,0.9,0.8,,,
4,AI_discussion_priming,0.96875,0.7534246575342466,0.7524709926944565,0.8762354963472282,0.967032967032967,1.0,0.9832402234636871,,,,1.0,0.625,0.7692307692307693,,,
4,privacy_concerns,0.9583333333333334,0.31182795698924726,0.31182795698924737,0.6559139784946236,0.978494623655914,0.978494623655914,0.978494623655914,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,
4,self_esteem,0.8229166666666666,0.2183908045977011,0.16027784924105948,0.58013892462053,1.0,0.8172043010752689,0.8994082840236687,,,,0.15,1.0,0.2608695652173913,,,
4,self_report_bias,0.9375,0.13383458646616553,0.11724137931034617,0.32432432432432434,1.0,0.9473684210526315,0.972972972972973,,,,0.0,0.0,0.0,0.0,0.0,0.0
4,network_effect,0.9270833333333334,0.20754716981132082,0.1839708561020036,0.5919854280510017,1.0,0.9263157894736842,0.9617486338797814,,,,0.125,1.0,0.2222222222222222,,,
4,truthful,0.9270833333333334,0.3411764705882353,0.32496233048719214,0.6624811652435962,1.0,0.925531914893617,0.9613259668508287,,,,0.2222222222222222,1.0,0.36363636363636365,,,
