paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8283261802575107,0.3220888126548504,0.05263157894736842,0.07142857142857142,0.06060606060606061,0.0,0.0,0.0,0.897196261682243,0.9142857142857143,0.9056603773584906
1,suggest_efficient,0.4334763948497854,0.2984589420097388,0.4805194805194805,0.3217391304347826,0.3854166666666667,0.0,0.0,0.0,0.45390070921985815,0.5818181818181818,0.5099601593625498
1,agree_proposal,0.5793991416309013,0.3248550756541775,0.15384615384615385,0.0975609756097561,0.11940298507462686,0.16666666666666666,0.07142857142857142,0.1,0.6772486772486772,0.8533333333333334,0.7551622418879056
1,discuss_fairness,0.296137339055794,0.2847823510715284,0.3333333333333333,0.16455696202531644,0.22033898305084745,0.4117647058823529,0.19811320754716982,0.267515923566879,0.24475524475524477,0.7291666666666666,0.36649214659685864
1,discuss_efficient,0.33047210300429186,0.3297821114722523,0.4666666666666667,0.25925925925925924,0.3333333333333333,0.2619047619047619,0.3793103448275862,0.30985915492957744,0.30337078651685395,0.40298507462686567,0.34615384615384615
1,discuss_rules,0.6008583690987125,0.3231144879537632,0.6963350785340314,0.8159509202453987,0.751412429378531,0.2222222222222222,0.1,0.13793103448275862,0.06666666666666667,0.1,0.08
1,explanation,0.3090128755364807,0.26611577656353774,0.3333333333333333,0.18604651162790697,0.23880597014925373,0.5747126436781609,0.37037037037037035,0.45045045045045046,0.061224489795918366,0.5,0.10909090909090909
1,discuss_howtoplay,0.4678111587982833,0.3289096858661203,0.7350427350427351,0.48863636363636365,0.5870307167235495,0.21359223300970873,0.41509433962264153,0.28205128205128205,0.07692307692307693,0.25,0.11764705882352941
1,ask_game,0.6866952789699571,0.3228070175438596,0.850828729281768,0.7738693467336684,0.8105263157894737,0.0,0.0,0.0,0.12,0.23076923076923078,0.15789473684210525
1,receive_report,0.4678111587982833,0.3233662416293323,0.5981308411214953,0.47058823529411764,0.5267489711934157,0.0,0.0,0.0,0.3629032258064516,0.569620253164557,0.4433497536945813
1,truthful,0.48068669527896996,0.32619662852220993,0.6083333333333333,0.5289855072463768,0.5658914728682171,0.0,0.0,0.0,0.35135135135135137,0.5,0.4126984126984127
1,falsehood,0.9399141630901288,0.3230088495575221,0.9776785714285714,0.9605263157894737,0.9690265486725663,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.9699570815450643,0.3282498184458969,0.9868995633187773,0.9826086956521739,0.9847494553376906,0.0,0.0,0.0,0.0,0.0,0.0
1,neither_report,0.4678111587982833,0.32264181392721697,0.36,0.569620253164557,0.4411764705882353,0.0,0.0,0.0,0.5981308411214953,0.47058823529411764,0.5267489711934157
