paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8326180257510729,0.323578431372549,0.05555555555555555,0.07142857142857142,0.0625,0.0,0.0,0.0,0.8976744186046511,0.919047619047619,0.908235294117647
1,suggest_efficient,0.463519313304721,0.3193925867211781,0.5131578947368421,0.3391304347826087,0.4083769633507853,0.0,0.0,0.0,0.48936170212765956,0.6272727272727273,0.549800796812749
1,agree_proposal,0.575107296137339,0.3152443204969611,0.08333333333333333,0.04878048780487805,0.06153846153846154,0.2,0.09523809523809523,0.12903225806451613,0.6772486772486772,0.8533333333333334,0.7551622418879056
1,discuss_fairness,0.296137339055794,0.28486854240270154,0.3181818181818182,0.17721518987341772,0.22764227642276422,0.41304347826086957,0.1792452830188679,0.25,0.2517482517482518,0.75,0.3769633507853403
1,discuss_efficient,0.3133047210300429,0.3133524175242502,0.48,0.2222222222222222,0.3037974683544304,0.24761904761904763,0.4482758620689655,0.31901840490797545,0.2948717948717949,0.34328358208955223,0.31724137931034485
1,discuss_rules,0.592274678111588,0.3064507277990424,0.689119170984456,0.8159509202453987,0.7471910112359551,0.16666666666666666,0.06666666666666667,0.09523809523809523,0.0625,0.1,0.07692307692307693
1,explanation,0.34763948497854075,0.27574074074074073,0.35,0.16279069767441862,0.2222222222222222,0.6,0.4666666666666667,0.525,0.045454545454545456,0.3333333333333333,0.08
1,discuss_howtoplay,0.5278969957081545,0.315359477124183,0.7647058823529411,0.5909090909090909,0.6666666666666666,0.2289156626506024,0.3584905660377358,0.27941176470588236,0.0,0.0,0.0
1,ask_game,0.6909871244635193,0.30889850889850895,0.8440860215053764,0.7889447236180904,0.8155844155844156,0.0,0.0,0.0,0.08695652173913043,0.15384615384615385,0.1111111111111111
1,receive_report,0.47639484978540775,0.3275033738191633,0.6036036036036037,0.49264705882352944,0.5425101214574899,0.0,0.0,0.0,0.36363636363636365,0.5569620253164557,0.44
1,truthful,0.4892703862660944,0.3303300821072353,0.608,0.5507246376811594,0.5779467680608364,0.0,0.0,0.0,0.3584905660377358,0.48717948717948717,0.41304347826086957
1,falsehood,0.9527896995708155,0.3252747252747253,0.9779735682819384,0.9736842105263158,0.9758241758241758,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.9613733905579399,0.32676878191101383,0.986784140969163,0.9739130434782609,0.9803063457330415,0.0,0.0,0.0,0.0,0.0,0.0
1,neither_report,0.47639484978540775,0.3275033738191633,0.36363636363636365,0.5569620253164557,0.44,0.0,0.0,0.0,0.6036036036036037,0.49264705882352944,0.5425101214574899
